,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,day,month,Total_power_use
42206,0.362,0.13,241.16,1.6,0,0,0,8,3,0
42207,0.182,0.046,240.79,0.8,0,0,1,20,6,1
42208,1.55,0.268,242.93,6.4,0,0,19,9,12,19
42209,0.302,0.056,249.8,1.2,0,0,0,7,1,0
42210,0.866,0.07,239.49,3.6,0,0,0,19,6,0
42211,1.554,0.274,242.21,6.4,1,0,18,20,6,19
42212,1.378,0.0,242.65,5.6,0,0,19,5,1,19
42213,2.002,0.126,236.94,8.8,0,0,17,3,9,17
42214,0.154,0.124,241.58,0.8,0,0,1,13,8,1
42215,0.326,0.12,241.49,1.4,0,0,0,1,2,0
42216,1.582,0.066,239.68,6.6,0,2,18,2,4,20
42217,0.238,0.0,244.39,1.0,0,0,0,10,4,0
42218,1.224,0.058,239.0,5.0,0,0,18,2,6,18
42219,2.742,0.262,234.46,11.6,0,0,17,14,1,17
42220,4.34,0.244,242.46,18.0,0,0,19,29,12,19
42221,0.206,0.126,241.98,1.0,0,2,0,25,8,2
42222,0.17,0.0,240.45,1.0,0,0,0,11,7,0
42223,4.934,0.114,236.59,20.8,0,37,17,4,11,54
42224,0.494,0.196,248.81,2.4,0,0,0,27,12,0
42225,2.864,0.094,242.12,11.8,0,0,18,26,12,18
42226,1.144,0.26,237.68,4.8,0,0,12,28,8,12
42227,1.918,0.066,238.59,8.0,0,0,17,16,1,17
42228,0.214,0.114,240.53,1.0,0,1,0,20,8,1
42229,0.764,0.0,237.68,3.2,1,0,0,23,3,1
42230,0.252,0.048,239.7,1.0,0,1,0,8,10,1
42231,0.27,0.0,241.6,1.2,0,0,1,18,5,1
42232,6.086,0.382,233.92,26.0,36,22,17,15,11,75
42233,0.34,0.216,241.83,1.6,0,1,1,7,7,2
42234,0.222,0.0,245.64,0.8,0,0,0,1,4,0
42235,1.396,0.0,242.54,5.6,0,0,18,20,2,18
42236,0.176,0.0,242.2,0.8,0,0,1,29,8,1
42237,1.6,0.206,243.6,6.6,0,0,18,12,5,18
42238,0.176,0.154,241.86,0.8,0,0,1,20,8,1
42239,1.872,0.062,244.76,7.6,0,0,19,30,11,19
42240,1.516,0.06,240.59,6.2,0,0,19,20,9,19
42241,1.436,0.204,239.02,6.0,0,1,17,6,1,18
42242,0.416,0.27,244.91,2.0,0,0,0,26,3,0
42243,0.304,0.116,244.16,1.2,0,0,0,30,10,0
42244,0.258,0.0,241.93,1.0,0,0,1,11,4,1
42245,1.538,0.0,248.06,6.2,0,0,20,18,2,20
42246,0.406,0.336,240.72,2.2,0,1,0,30,7,1
42247,0.242,0.124,237.78,1.2,0,0,0,25,7,0
42248,0.102,0.0,236.41,0.4,0,0,0,31,7,0
42249,0.464,0.092,243.46,1.8,0,1,1,31,1,2
42250,1.842,0.064,237.61,7.6,0,1,0,19,10,1
42251,1.304,0.0,242.28,5.4,0,0,18,7,1,18
42252,1.32,0.0,242.15,5.4,0,0,19,25,3,19
42253,0.296,0.09,243.82,1.2,0,0,0,10,3,0
42254,0.252,0.116,241.98,1.2,0,2,1,17,7,3
42255,0.432,0.23,242.72,2.0,0,0,1,1,7,1
42256,0.498,0.0,239.31,2.0,0,0,0,3,3,0
42257,1.28,0.0,238.69,5.2,0,0,17,24,2,17
42258,1.272,0.11,239.31,5.2,0,0,18,10,9,18
42259,0.078,0.0,237.29,0.2,0,0,1,27,8,1
42260,1.688,0.0,236.49,7.0,0,0,17,2,2,17
42261,0.126,0.0,235.29,0.6,0,0,0,16,7,0
42262,0.174,0.15,239.45,0.8,0,0,1,24,8,1
42263,2.606,0.156,240.48,10.8,38,0,1,12,7,39
42264,2.854,0.068,235.12,12.2,0,0,17,8,10,17
42265,0.562,0.0,240.95,2.4,0,0,1,17,4,1
42266,1.636,0.052,241.66,6.8,0,0,0,20,3,0
42267,0.754,0.118,240.73,3.2,0,0,10,18,9,10
42268,2.864,0.09,238.23,12.0,37,0,0,10,11,37
42269,0.17,0.068,237.56,0.8,0,1,0,10,5,1
42270,0.32,0.112,242.98,1.4,0,0,0,28,10,0
42271,0.326,0.096,242.44,1.4,0,1,1,27,11,2
42272,0.33,0.232,243.15,1.6,0,1,1,25,6,2
42273,0.448,0.206,239.02,2.0,0,2,0,11,7,2
42274,1.4,0.154,238.81,5.8,0,1,17,31,10,18
42275,1.238,0.222,242.18,5.2,0,0,0,20,12,0
42276,0.252,0.0,243.36,1.0,0,0,1,2,5,1
42277,0.112,0.0,241.16,0.6,0,0,0,13,9,0
42278,1.454,0.19,238.7,6.0,0,1,18,5,5,19
42279,2.04,0.374,238.95,8.6,0,1,29,2,8,30
42280,0.362,0.148,239.6,1.6,0,0,0,30,4,0
42281,1.42,0.05,233.94,6.0,0,0,0,16,3,0
42282,0.346,0.086,243.53,1.6,0,0,0,12,11,0
42283,2.944,0.276,240.86,12.6,0,29,18,7,7,47
42284,2.692,0.0,234.0,11.6,0,0,0,28,1,0
42285,1.268,0.046,238.24,5.2,0,0,18,23,11,18
42286,0.104,0.0,241.52,0.4,0,0,0,18,8,0
42287,0.318,0.094,243.6,1.4,0,0,0,1,12,0
42288,2.354,0.062,237.44,10.0,0,0,0,10,12,0
42289,0.288,0.084,245.85,1.2,0,1,0,30,12,1
42290,0.288,0.114,241.5,1.2,0,0,1,3,9,1
42291,1.774,0.076,237.02,7.4,0,0,18,2,10,18
42292,1.354,0.134,238.26,5.6,0,1,18,15,9,19
42293,0.084,0.0,243.4,0.2,0,0,1,23,8,1
42294,1.444,0.064,240.57,6.0,0,1,18,20,12,19
42295,1.448,0.062,240.61,6.0,0,0,18,28,11,18
42296,0.326,0.124,243.21,1.4,0,0,1,26,10,1
42297,0.382,0.278,243.76,2.0,0,0,0,5,7,0
42298,3.368,0.118,233.9,14.4,0,29,0,3,6,29
42299,0.174,0.144,242.37,0.8,0,1,1,31,8,2
42300,0.216,0.0,244.2,1.0,0,0,0,18,1,0
42301,3.638,0.084,237.92,15.2,0,39,17,16,2,56
42302,4.008,0.202,238.37,16.8,37,2,18,9,3,57
42303,1.336,0.05,241.18,5.4,0,0,18,30,3,18
42304,0.398,0.336,240.16,2.0,0,1,1,25,7,2
42305,0.404,0.194,241.18,1.8,0,2,1,8,5,3
42306,0.32,0.102,244.08,1.4,0,0,0,19,3,0
42307,2.448,0.628,244.02,10.4,0,0,1,8,11,1
42308,2.338,0.334,243.79,9.8,0,19,1,10,7,20
42309,0.45,0.196,240.61,2.0,0,2,0,18,10,2
42310,1.314,0.0,241.15,5.4,0,0,18,22,3,18
42311,2.662,0.072,236.43,11.2,0,0,0,11,12,0
42312,3.358,0.388,241.42,14.0,0,0,29,14,12,29
42313,0.216,0.0,240.38,0.8,0,0,0,23,2,0
42314,1.962,0.258,240.05,8.6,0,0,0,25,3,0
42315,1.446,0.304,239.52,6.0,0,2,18,30,6,20
42316,0.656,0.316,241.85,3.0,0,0,0,20,4,0
42317,1.698,0.056,236.59,7.2,0,0,26,26,9,26
42318,0.318,0.116,240.29,1.4,0,0,0,13,4,0
42319,0.212,0.098,243.46,1.0,0,0,1,30,7,1
42320,0.74,0.048,245.9,3.0,0,1,1,10,2,2
42321,0.136,0.0,240.26,0.6,0,0,1,15,6,1
42322,0.4,0.096,239.53,1.8,0,1,1,14,4,2
42323,0.314,0.094,243.61,1.4,0,2,0,6,1,2
42324,0.434,0.116,244.01,2.0,0,0,1,8,3,1
42325,1.434,0.06,241.0,5.8,0,0,18,26,1,18
42326,1.362,0.128,238.49,5.6,0,2,18,19,9,20
42327,0.32,0.122,242.45,1.4,0,1,0,27,12,1
42328,0.22,0.0,242.6,1.0,0,0,0,13,4,0
42329,0.438,0.33,241.95,2.2,0,1,0,4,9,1
42330,0.374,0.0,242.48,1.6,0,0,0,30,8,0
42331,2.296,0.338,232.36,10.6,10,1,17,26,5,28
42332,1.93,0.0,240.02,8.4,0,0,18,31,12,18
42333,8.16,0.386,230.96,35.2,71,0,16,26,1,87
42334,0.232,0.0,242.53,1.0,0,0,0,2,4,0
42335,0.636,0.102,239.42,2.6,0,0,1,9,10,1
42336,0.386,0.206,239.45,1.8,0,0,0,10,10,0
42337,0.432,0.048,238.64,2.2,0,0,0,26,10,0
42338,0.212,0.0,239.81,0.8,0,0,0,25,2,0
42339,0.718,0.1,241.77,3.0,0,0,1,11,6,1
42340,0.182,0.096,241.38,0.8,0,0,0,29,8,0
42341,0.168,0.136,238.81,0.8,0,1,0,27,8,1
42342,2.064,0.294,238.24,8.6,0,0,29,23,6,29
42343,0.204,0.0,241.6,0.8,0,0,0,1,11,0
42344,0.768,0.0,239.53,3.2,0,0,1,30,11,1
42345,0.268,0.0,241.58,1.0,0,0,1,1,5,1
42346,1.884,0.18,239.36,7.8,0,0,18,16,5,18
42347,0.272,0.096,242.08,1.2,0,0,1,4,9,1
42348,2.368,0.144,241.51,9.8,0,0,18,7,1,18
42349,0.218,0.0,241.13,1.0,0,0,0,27,3,0
42350,0.244,0.142,240.1,1.2,0,0,0,22,8,0
42351,1.444,0.194,238.93,6.0,0,0,18,31,10,18
42352,1.43,0.148,244.51,5.8,0,0,18,17,3,18
42353,0.38,0.206,245.94,1.8,0,1,0,29,11,1
42354,0.202,0.0,243.6,1.0,0,0,0,16,6,0
42355,0.374,0.192,240.71,1.6,0,0,0,27,9,0
42356,0.08,0.0,240.82,0.2,0,0,1,29,8,1
42357,0.304,0.096,239.11,1.2,0,0,1,30,9,1
42358,1.842,0.07,239.49,7.6,0,0,18,19,9,18
42359,0.082,0.0,242.32,0.2,0,0,0,24,8,0
42360,0.224,0.172,239.3,1.2,0,1,0,15,8,1
42361,0.482,0.19,242.75,2.2,0,0,0,2,3,0
42362,1.042,0.452,237.1,4.8,0,2,13,7,8,15
42363,2.174,0.062,241.45,9.0,0,0,18,3,1,18
42364,1.834,0.276,235.88,7.8,0,0,18,29,10,18
42365,3.048,0.228,236.54,12.8,0,0,17,11,1,17
42366,0.19,0.0,236.07,0.8,0,0,0,5,6,0
42367,0.35,0.054,244.24,1.4,0,0,1,16,4,1
42368,3.514,0.184,235.66,14.8,0,0,17,22,4,17
42369,0.246,0.112,234.86,1.2,0,0,0,2,5,0
42370,1.418,0.066,244.39,5.8,0,1,0,17,1,1
42371,0.246,0.118,240.59,1.0,0,0,0,8,9,0
42372,0.516,0.192,241.36,2.4,0,0,0,15,9,0
42373,1.342,0.124,243.31,5.4,0,0,18,3,7,18
42374,1.314,0.1,238.15,5.4,0,1,18,14,6,19
42375,0.456,0.364,241.27,2.4,1,2,1,16,8,4
42376,0.426,0.174,248.01,2.0,0,1,0,8,1,1
42377,1.602,0.26,236.75,6.8,0,1,0,6,10,1
42378,0.302,0.08,241.43,1.2,0,0,1,22,5,1
42379,3.392,0.212,233.73,14.6,0,0,17,31,1,17
42380,3.026,0.212,234.9,12.8,0,0,17,8,1,17
42381,1.226,0.08,238.17,5.0,0,0,17,12,6,17
42382,1.658,0.246,240.84,6.8,1,0,1,10,12,2
42383,0.232,0.112,240.76,1.0,0,0,0,20,9,0
42384,0.124,0.0,235.72,0.6,0,0,0,26,7,0
42385,0.246,0.1,232.21,1.2,0,0,0,16,7,0
42386,0.214,0.0,245.61,0.8,0,0,0,26,1,0
42387,0.28,0.206,239.92,1.4,0,0,0,21,6,0
42388,2.638,0.156,236.75,11.0,37,1,1,11,10,39
42389,1.412,0.166,236.61,6.0,0,0,18,12,10,18
42390,0.316,0.28,240.27,1.6,0,0,1,25,6,1
42391,1.846,0.216,242.35,7.6,0,0,19,17,1,19
42392,0.08,0.0,239.72,0.2,0,0,1,6,8,1
42393,0.426,0.098,243.12,1.8,0,0,0,30,11,0
42394,1.792,0.0,239.92,7.4,0,0,18,25,10,18
42395,0.216,0.0,242.67,0.8,0,0,0,2,3,0
42396,2.034,0.0,239.18,8.4,0,0,17,2,1,17
42397,1.646,0.048,240.96,6.8,0,0,19,27,11,19
42398,0.454,0.086,245.39,2.0,0,0,0,16,1,0
42399,0.436,0.096,241.72,2.0,0,0,0,30,1,0
42400,0.342,0.102,244.71,1.4,0,0,1,5,4,1
42401,2.242,0.108,238.23,9.4,0,0,18,7,11,18
42402,0.534,0.336,241.51,2.6,0,2,1,21,4,3
42403,1.964,0.268,238.8,8.2,0,2,17,29,3,19
42404,0.468,0.048,242.81,2.0,0,0,0,2,11,0
42405,0.3,0.234,237.1,1.6,0,2,0,6,5,2
42406,0.252,0.126,241.58,1.2,0,0,0,29,6,0
42407,0.08,0.0,238.68,0.2,0,0,0,20,8,0
42408,0.23,0.104,239.17,1.0,0,2,1,31,7,3
42409,4.72,0.75,235.94,20.6,0,30,17,9,10,47
42410,1.402,0.066,240.86,5.8,0,0,1,24,11,1
42411,0.108,0.0,236.59,0.6,0,0,0,18,9,0
42412,0.304,0.106,241.32,1.4,0,0,0,10,1,0
42413,1.284,0.238,240.9,5.4,0,0,1,4,10,1
42414,0.208,0.0,245.82,0.8,0,0,0,18,2,0
42415,0.224,0.0,243.94,1.0,0,0,0,20,11,0
42416,0.436,0.066,237.74,1.8,0,0,0,16,9,0
42417,0.252,0.0,241.61,1.0,0,0,0,1,5,0
42418,0.16,0.0,244.28,0.6,0,0,1,15,8,1
42419,1.516,0.128,244.29,6.2,0,0,19,30,12,19
42420,0.342,0.098,244.48,1.4,0,0,1,29,4,1
42421,0.244,0.082,242.91,1.0,0,0,1,4,6,1
42422,0.424,0.288,242.35,2.2,0,1,1,2,9,2
42423,0.184,0.0,242.52,1.0,0,0,0,28,6,0
42424,0.752,0.062,239.59,3.2,0,0,0,26,10,0
42425,1.724,0.218,238.94,7.2,0,0,18,26,9,18
42426,0.212,0.102,241.05,1.0,0,0,0,14,7,0
42427,1.332,0.048,240.62,5.4,0,0,17,30,3,17
42428,0.08,0.0,239.54,0.2,0,0,1,10,8,1
42429,0.296,0.072,236.33,1.2,0,1,0,20,5,1
42430,0.476,0.0,241.54,2.2,0,1,0,23,8,1
42431,0.908,0.214,239.1,3.8,0,0,12,5,7,12
42432,0.372,0.124,244.37,1.6,0,0,1,1,4,1
42433,1.902,0.432,241.17,8.0,0,0,0,29,12,0
42434,0.426,0.088,244.13,1.8,0,0,0,22,1,0
42435,4.614,0.132,236.32,19.6,0,29,18,12,11,47
42436,1.674,0.084,242.55,6.8,0,0,18,23,12,18
42437,0.248,0.126,239.11,1.2,0,0,0,25,7,0
42438,0.62,0.228,238.08,3.0,0,1,1,29,9,2
42439,0.344,0.074,244.43,1.4,0,0,0,24,1,0
42440,0.478,0.292,236.96,2.2,0,2,0,29,5,2
42441,0.308,0.112,244.36,1.2,0,1,1,11,10,2
42442,0.228,0.116,242.92,1.0,0,1,1,21,8,2
42443,1.346,0.0,240.25,5.6,0,0,19,12,9,19
42444,1.476,0.0,240.9,6.0,0,0,1,4,1,1
42445,1.784,0.172,238.12,7.4,0,0,18,23,5,18
42446,0.244,0.14,243.17,1.2,0,0,1,5,8,1
42447,1.888,0.208,237.57,8.0,0,1,18,16,10,19
42448,0.392,0.0,241.68,2.2,0,0,4,22,4,4
42449,2.246,0.148,240.12,10.0,0,0,18,26,11,18
42450,0.294,0.09,242.62,1.2,0,1,0,4,2,1
42451,0.242,0.0,246.64,1.0,0,0,0,18,2,0
42452,2.392,0.062,244.44,9.8,0,0,18,15,2,18
42453,2.084,0.0,242.24,8.6,0,0,18,30,9,18
42454,0.344,0.074,240.08,1.6,0,0,0,7,5,0
42455,0.362,0.132,245.99,1.6,0,0,1,25,11,1
42456,2.814,0.212,238.79,11.8,0,3,18,5,3,21
42457,2.768,0.056,239.11,12.4,20,0,18,28,11,38
42458,0.752,0.0,239.82,3.2,0,0,1,2,9,1
42459,0.222,0.0,244.1,0.8,0,0,0,16,3,0
42460,0.62,0.052,240.47,2.6,0,0,0,11,1,0
42461,1.004,0.056,240.35,4.2,0,0,0,11,12,0
42462,0.32,0.11,245.7,1.4,0,0,1,23,1,1
42463,0.54,0.14,234.14,2.4,0,2,0,19,7,2
42464,0.302,0.074,245.14,1.2,0,0,0,29,11,0
42465,1.582,0.172,240.42,6.6,0,1,0,29,11,1
42466,0.566,0.232,241.9,2.4,0,1,0,25,12,1
42467,0.3,0.0,244.25,1.2,0,0,1,17,5,1
42468,0.418,0.262,243.79,2.0,0,2,0,29,3,2
42469,0.312,0.08,241.85,1.2,0,0,0,27,10,0
42470,0.354,0.0,242.25,1.6,0,0,0,4,12,0
42471,1.354,0.37,240.64,5.8,0,1,1,14,3,2
42472,1.37,0.0,241.47,5.6,0,0,18,17,5,18
42473,4.448,0.436,235.24,19.2,0,34,17,27,11,51
42474,1.372,0.278,239.49,5.8,0,0,19,25,6,19
42475,0.262,0.0,244.0,1.0,0,0,1,20,10,1
42476,0.122,0.0,241.28,0.6,0,0,0,23,6,0
42477,0.372,0.046,244.31,1.6,0,0,0,20,12,0
42478,0.412,0.378,244.23,2.2,0,2,1,20,9,3
42479,0.266,0.0,244.46,1.2,0,0,0,28,12,0
42480,0.328,0.24,241.15,1.6,0,2,0,20,7,2
42481,0.54,0.0,242.81,3.8,0,0,0,20,1,0
42482,0.156,0.0,240.5,0.6,0,0,1,23,6,1
42483,2.042,0.364,235.97,8.8,0,2,28,30,6,30
42484,0.114,0.0,234.31,0.6,0,0,0,31,7,0
42485,0.22,0.0,242.8,0.8,0,0,0,26,2,0
42486,2.096,0.288,240.79,8.8,0,0,30,12,5,30
42487,0.964,0.05,242.7,4.0,0,0,1,5,10,1
42488,1.36,0.108,236.76,5.6,0,0,17,2,2,17
42489,1.682,0.358,241.47,7.0,0,0,19,6,6,19
42490,4.826,0.102,238.63,20.2,1,34,18,3,1,53
42491,1.496,0.182,237.31,6.2,2,1,18,6,10,21
42492,2.712,0.242,244.34,11.0,0,0,0,6,12,0
42493,1.364,0.0,241.42,5.6,0,0,18,10,7,18
42494,1.754,0.08,241.85,7.2,0,0,19,1,4,19
42495,0.31,0.156,241.96,1.4,0,0,0,10,1,0
42496,0.306,0.0,239.45,1.2,0,0,1,10,10,1
42497,4.108,0.31,240.9,17.0,39,0,0,3,1,39
42498,0.362,0.136,245.46,1.6,0,0,0,10,9,0
42499,1.82,0.0,246.76,8.2,0,1,19,29,12,20
42500,1.392,0.232,243.78,5.8,0,0,11,11,10,11
42501,0.12,0.0,233.75,0.6,0,0,0,23,7,0
42502,0.52,0.0,234.84,2.2,0,0,1,2,6,1
42503,1.628,0.26,238.9,6.8,1,1,18,6,7,20
42504,0.212,0.098,240.21,1.0,0,1,1,17,7,2
42505,1.298,0.048,241.85,5.2,0,0,18,26,3,18
42506,0.208,0.05,239.53,0.8,0,0,0,22,9,0
42507,0.414,0.122,242.66,1.8,0,0,1,4,12,1
42508,0.534,0.184,246.55,2.2,0,0,0,10,3,0
42509,1.306,0.0,239.87,5.4,0,0,18,28,3,18
42510,2.428,0.348,242.28,10.4,0,33,1,11,4,34
42511,1.244,0.086,233.89,5.2,1,0,16,1,8,17
42512,0.214,0.1,240.9,1.0,0,1,0,16,7,1
42513,1.554,0.0,241.45,6.4,0,0,22,6,4,22
42514,5.876,0.058,233.15,25.2,36,0,17,16,11,53
42515,2.078,0.206,239.19,8.6,0,1,17,13,2,18
42516,0.25,0.0,244.33,1.0,0,0,0,6,2,0
42517,0.226,0.0,238.84,1.0,0,0,0,17,5,0
42518,0.226,0.094,239.88,1.0,0,1,0,1,7,1
42519,0.966,0.232,239.87,4.2,0,0,12,1,7,12
42520,1.512,0.128,242.08,6.2,0,2,19,23,10,21
42521,0.274,0.106,238.57,1.2,0,0,0,13,5,0
42522,0.666,0.0,245.13,2.6,0,0,1,3,2,1
42523,1.414,0.062,240.37,5.8,0,2,18,27,4,20
42524,0.584,0.34,240.79,3.0,0,1,0,22,4,1
42525,0.184,0.104,243.04,0.8,0,0,0,16,9,0
42526,0.32,0.218,238.16,1.6,0,0,0,13,5,0
42527,1.854,0.046,241.47,7.6,0,0,18,20,12,18
42528,0.456,0.07,239.88,2.0,0,1,0,28,2,1
42529,0.134,0.0,236.37,0.6,0,1,0,26,7,1
42530,0.516,0.062,243.21,2.0,0,0,1,30,9,1
42531,0.432,0.336,240.95,2.2,0,2,1,25,5,3
42532,1.338,0.0,238.93,5.6,0,0,17,8,2,17
42533,0.452,0.0,240.73,1.8,0,0,1,29,1,1
42534,1.774,0.258,240.2,7.4,0,2,0,26,3,2
42535,1.488,0.0,242.47,6.0,0,0,18,3,4,18
42536,2.64,0.2,239.49,11.0,0,36,0,29,10,36
42537,1.034,0.102,243.86,4.2,0,0,1,17,11,1
42538,0.294,0.102,238.5,1.2,0,1,0,1,3,1
42539,1.384,0.062,242.47,5.6,0,0,19,8,5,19
42540,1.334,0.078,240.58,5.4,0,0,17,3,7,17
42541,0.138,0.0,241.1,0.6,0,0,1,1,8,1
42542,0.468,0.21,243.57,2.2,0,0,0,31,3,0
42543,2.606,0.15,240.31,11.0,0,21,17,18,12,38
42544,1.904,0.098,240.5,7.8,0,1,0,27,11,1
42545,0.86,0.066,241.78,3.6,0,0,1,4,10,1
42546,0.69,0.076,237.92,3.6,0,2,9,1,7,11
42547,2.74,0.05,236.78,11.6,0,1,0,15,1,1
42548,3.152,0.388,241.03,13.2,0,21,17,28,3,38
42549,0.34,0.094,242.9,1.4,0,0,1,15,10,1
42550,0.08,0.0,239.81,0.2,0,0,0,5,8,0
42551,0.082,0.0,241.39,0.2,0,0,0,9,8,0
42552,3.256,0.0,235.25,13.8,0,0,17,14,2,17
42553,1.422,0.072,244.52,5.8,0,1,19,11,2,20
42554,1.874,0.052,238.98,7.8,0,0,17,22,12,17
42555,4.728,0.248,233.29,20.4,36,31,1,6,9,68
42556,1.388,0.196,235.64,5.8,0,0,17,19,1,17
42557,0.126,0.0,234.21,0.6,0,0,0,24,4,0
42558,0.284,0.06,241.23,1.2,0,0,0,26,9,0
42559,0.324,0.098,240.9,1.4,0,2,1,8,6,3
42560,1.49,0.12,243.14,6.2,0,0,19,30,9,19
42561,0.254,0.124,241.89,1.2,0,0,1,4,8,1
42562,0.974,0.302,242.3,4.2,0,1,13,12,8,14
42563,0.34,0.058,243.66,1.4,0,2,0,21,2,2
42564,2.77,0.35,235.04,11.8,37,0,0,13,5,37
42565,0.174,0.15,240.35,0.8,0,0,1,9,8,1
42566,1.374,0.156,231.11,5.8,0,0,17,28,5,17
42567,0.17,0.0,241.93,0.8,0,0,1,7,7,1
42568,0.4,0.244,242.43,2.0,0,0,1,2,7,1
42569,0.344,0.062,245.82,1.4,0,0,0,23,1,0
42570,1.514,0.324,241.86,6.4,0,1,19,5,7,20
42571,2.01,0.234,244.46,8.2,0,0,19,18,1,19
42572,1.48,0.218,240.64,6.2,0,0,18,16,9,18
42573,0.448,0.13,239.91,2.0,0,1,0,6,10,1
42574,1.114,0.0,240.2,4.6,0,0,1,14,3,1
42575,2.982,0.126,239.51,12.6,33,0,0,2,4,33
42576,1.974,0.182,238.05,8.2,0,0,0,24,1,0
42577,0.482,0.332,240.09,2.4,0,1,0,23,4,1
42578,0.772,0.138,242.56,3.2,0,0,0,28,12,0
42579,0.216,0.0,244.42,0.8,0,0,0,26,1,0
42580,1.636,0.318,237.65,7.0,0,1,18,26,6,19
42581,0.314,0.08,237.8,1.4,0,0,0,22,5,0
42582,0.394,0.0,242.77,1.8,0,0,0,26,10,0
42583,0.66,0.084,240.09,3.0,0,0,0,30,3,0
42584,1.326,0.112,240.17,5.4,0,1,18,8,7,19
42585,0.254,0.12,242.82,1.2,0,0,1,30,7,1
42586,0.314,0.224,241.86,1.6,0,0,0,15,7,0
42587,1.458,0.206,243.37,6.0,0,0,19,25,8,19
42588,1.444,0.056,240.31,6.0,0,1,18,20,5,19
42589,1.504,0.34,238.0,6.4,2,1,18,18,5,21
42590,1.394,0.0,241.29,5.8,0,0,19,24,8,19
42591,1.44,0.142,241.38,6.0,0,0,0,27,3,0
42592,1.31,0.0,241.47,5.4,0,0,18,29,5,18
42593,1.278,0.09,239.73,5.2,0,0,17,20,9,17
42594,0.78,0.1,243.36,3.4,0,0,0,3,1,0
42595,0.39,0.13,248.03,1.6,0,0,0,16,12,0
42596,0.414,0.076,241.15,1.8,0,0,0,11,6,0
42597,0.332,0.128,243.82,1.4,0,1,0,17,1,1
42598,0.386,0.352,241.63,2.0,0,1,1,10,7,2
42599,6.242,0.51,234.84,26.6,73,0,18,30,8,91
42600,1.34,0.216,233.85,5.8,0,2,17,12,5,19
42601,0.248,0.088,241.88,1.0,0,2,0,11,6,2
42602,3.64,0.206,232.93,15.6,0,36,16,28,7,52
42603,1.192,0.0,239.47,4.8,0,0,18,11,9,18
42604,0.654,0.092,241.74,2.8,0,1,1,14,5,2
42605,1.42,0.136,236.88,6.0,2,0,18,9,1,20
42606,0.134,0.0,244.52,0.6,0,0,1,25,7,1
42607,1.458,0.2,238.9,6.0,0,2,18,14,4,20
42608,0.604,0.158,240.85,2.6,0,4,0,15,10,4
42609,0.132,0.0,241.03,0.6,0,0,0,24,9,0
42610,0.228,0.102,238.69,1.0,0,1,1,31,7,2
42611,1.556,0.38,236.35,6.8,1,1,1,11,10,3
42612,4.598,0.048,235.86,19.4,37,0,17,22,2,54
42613,4.198,0.544,237.54,18.0,0,27,17,29,12,44
42614,0.252,0.08,240.62,1.0,0,0,1,22,9,1
42615,1.782,0.208,240.3,7.4,0,2,0,17,3,2
42616,1.388,0.078,242.27,5.6,0,0,18,29,11,18
42617,1.44,0.168,238.37,6.0,0,0,18,16,10,18
42618,1.444,0.13,236.62,6.0,0,0,17,14,8,17
42619,0.28,0.112,243.75,1.2,0,0,1,28,8,1
42620,0.36,0.1,244.3,1.4,0,0,0,19,2,0
42621,2.21,0.194,240.88,9.2,1,0,19,22,6,20
42622,2.02,0.082,239.95,8.4,0,0,19,14,10,19
42623,0.306,0.228,242.54,1.6,0,0,1,7,9,1
42624,1.946,0.234,236.38,8.2,0,1,29,6,7,30
42625,0.352,0.192,243.88,1.6,0,1,0,3,2,1
42626,4.764,0.082,236.09,21.0,0,37,17,16,6,54
42627,2.66,0.0,237.51,11.2,0,0,18,8,10,18
42628,0.156,0.0,242.13,0.6,0,0,0,20,7,0
42629,0.25,0.0,243.2,1.0,0,0,0,14,2,0
42630,1.398,0.242,239.39,5.8,0,1,18,31,7,19
42631,0.326,0.104,244.69,1.4,0,0,0,20,3,0
42632,0.322,0.106,240.31,1.4,0,0,0,26,2,0
42633,0.252,0.118,242.24,1.2,0,0,1,29,7,1
42634,1.482,0.204,240.19,6.2,0,0,18,23,4,18
42635,1.384,0.0,243.35,5.6,0,0,18,8,1,18
42636,0.328,0.26,242.58,1.6,0,1,1,1,8,2
42637,0.392,0.106,237.59,1.6,0,0,0,7,4,0
42638,0.442,0.194,240.05,2.0,0,2,0,3,12,2
42639,2.108,0.06,240.68,8.8,0,0,18,3,12,18
42640,0.292,0.124,241.49,1.4,0,0,1,26,5,1
42641,1.438,0.096,242.59,5.8,0,0,19,27,2,19
42642,0.352,0.1,242.79,1.6,0,1,0,8,11,1
42643,0.27,0.0,240.8,1.2,0,0,0,7,10,0
42644,1.646,0.158,243.62,6.8,1,1,19,18,11,21
42645,1.828,0.442,241.18,8.4,1,0,19,16,6,20
42646,0.27,0.072,241.15,1.2,0,2,1,16,9,3
42647,0.348,0.114,243.31,1.4,0,2,1,21,4,3
42648,0.47,0.176,237.05,2.0,0,1,0,19,2,1
42649,0.198,0.106,241.44,0.8,0,0,0,2,9,0
42650,0.978,0.0,241.27,4.0,0,0,1,7,5,1
42651,0.934,0.514,235.29,4.4,0,0,0,14,5,0
42652,1.502,0.078,241.73,6.2,0,0,1,24,1,1
42653,0.208,0.058,241.05,0.8,0,0,0,3,10,0
42654,0.256,0.0,244.18,1.0,0,0,1,19,10,1
