Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,day,month,Total_power_use
0.32,0.108,243.44,1.4,0,0,0,23,10,0
0.3,0.106,242.15,1.4,0,0,1,6,9,1
1.386,0.056,239.56,5.8,0,0,17,26,1,17
0.412,0.238,239.9,2.0,0,2,0,22,5,2
3.048,0.368,237.76,12.8,37,1,0,12,8,38
0.446,0.09,244.07,2.0,0,0,0,10,1,0
6.188,0.228,238.3,26.0,0,0,17,31,1,17
2.822,0.048,237.3,11.8,1,0,17,1,3,18
2.232,0.05,239.76,9.2,0,0,17,6,3,17
2.412,0.082,243.71,9.8,0,0,0,21,1,0
0.302,0.206,242.35,1.4,0,0,0,11,7,0
1.704,0.388,232.13,7.4,0,1,16,22,7,17
0.334,0.088,241.58,1.6,0,0,0,4,9,0
1.466,0.132,238.56,7.0,0,0,18,26,6,18
2.396,0.0,240.05,10.0,0,0,0,16,11,0
1.64,0.116,240.83,6.8,0,0,1,2,1,1
2.35,0.062,235.13,10.0,0,1,17,9,2,18
0.318,0.096,244.19,1.4,0,1,1,22,2,2
0.984,0.142,245.37,4.2,0,0,0,9,2,0
0.49,0.248,243.73,2.2,0,1,0,9,12,1
2.33,0.112,239.55,9.6,0,0,18,26,1,18
0.41,0.23,239.86,1.8,0,1,1,24,4,2
0.394,0.116,243.02,1.6,0,0,1,3,12,1
0.268,0.198,239.87,1.4,0,1,1,29,9,2
0.248,0.0,239.95,1.0,0,0,0,12,10,0
0.228,0.0,240.68,0.8,0,0,1,17,11,1
0.818,0.046,236.23,3.6,0,0,0,29,5,0
0.138,0.0,242.69,0.6,0,0,1,3,8,1
0.316,0.18,239.12,1.6,0,0,1,23,5,1
2.818,0.404,235.37,12.0,0,0,17,22,2,17
0.366,0.128,240.26,1.6,0,0,0,8,12,0
0.426,0.212,241.39,2.0,0,0,1,25,10,1
0.268,0.098,241.83,1.2,0,0,0,8,7,0
0.288,0.104,237.68,1.2,0,0,0,21,6,0
0.824,0.07,241.21,3.4,0,0,0,8,6,0
0.232,0.186,239.7,1.2,0,0,0,1,8,0
0.244,0.0,242.11,1.0,0,0,0,6,1,0
3.24,0.12,241.9,13.4,0,0,19,19,12,19
1.296,0.0,240.74,5.4,0,0,17,25,11,17
2.4,0.15,241.51,10.0,0,38,1,30,9,39
0.204,0.1,239.41,1.0,0,0,0,20,9,0
0.206,0.108,242.93,1.0,0,1,0,8,7,1
0.272,0.0,246.81,1.2,0,0,0,23,1,0
0.244,0.122,240.02,1.0,0,0,1,29,6,1
0.598,0.094,243.62,2.4,0,0,1,29,9,1
4.398,0.212,235.48,18.6,37,4,18,26,12,59
0.558,0.194,244.64,2.6,0,1,1,20,10,2
5.282,0.428,235.23,22.4,0,0,0,23,12,0
0.23,0.106,236.01,1.0,0,0,0,17,7,0
1.436,0.184,237.83,6.0,0,0,18,11,4,18
0.792,0.116,238.48,3.4,0,0,0,15,3,0
2.736,0.306,238.99,11.4,0,0,18,2,1,18
0.714,0.242,246.22,3.0,0,1,0,22,12,1
0.19,0.0,242.21,0.8,0,0,0,16,9,0
2.976,0.114,237.33,13.2,0,0,1,3,9,1
0.438,0.118,242.4,1.8,0,0,1,17,4,1
1.822,0.258,243.82,7.4,1,2,19,19,4,22
0.528,0.356,242.64,2.6,0,1,0,29,6,1
1.436,0.208,238.44,6.0,0,1,0,19,1,1
0.332,0.114,241.48,1.4,0,0,0,21,6,0
0.4,0.204,239.43,1.8,0,1,1,30,4,2
0.202,0.098,241.26,0.8,0,0,0,24,7,0
0.228,0.0,242.26,1.0,0,0,0,29,2,0
0.236,0.062,239.52,1.0,0,0,0,22,9,0
0.188,0.11,238.44,0.8,0,1,0,22,6,1
0.43,0.19,244.04,1.8,0,0,0,18,2,0
0.806,0.08,242.83,3.2,0,0,0,27,4,0
0.252,0.0,241.16,1.0,0,0,1,25,4,1
0.246,0.0,244.68,1.0,0,0,1,27,3,1
1.602,0.092,239.92,6.6,0,1,18,19,6,19
2.914,0.422,236.12,12.6,33,1,0,21,3,34
0.25,0.112,241.68,1.2,0,2,0,4,8,2
0.398,0.236,242.76,1.8,0,0,1,21,7,1
3.304,0.176,231.27,15.2,0,1,17,17,5,18
1.632,0.246,234.04,7.0,0,0,16,4,8,16
2.414,0.0,246.35,9.8,0,1,0,29,12,1
0.32,0.104,242.54,1.4,0,0,1,3,11,1
0.402,0.112,248.63,1.6,0,0,0,20,12,0
1.684,0.518,240.42,7.2,0,2,13,23,7,15
0.87,0.18,245.48,5.0,11,2,0,7,2,13
1.44,0.11,242.15,6.0,0,1,0,6,4,1
1.37,0.074,239.76,5.6,0,0,18,12,10,18
1.316,0.078,241.1,5.4,0,0,18,11,7,18
1.058,0.22,240.17,4.8,0,14,0,8,6,14
0.306,0.08,243.79,1.2,0,0,0,16,11,0
3.218,0.388,243.93,13.2,0,1,19,15,1,20
1.276,0.086,240.25,5.2,0,0,19,16,6,19
3.622,0.0,236.74,15.2,0,0,17,23,1,17
0.748,0.052,248.52,3.0,0,0,1,26,1,1
1.258,0.0,238.05,5.2,0,0,17,22,10,17
0.466,0.216,241.73,2.0,0,0,0,7,11,0
0.246,0.1,240.81,1.0,0,1,0,25,7,1
1.354,0.088,237.53,5.6,0,2,18,24,6,20
1.046,0.0,232.99,4.4,0,0,11,26,5,11
0.26,0.252,239.85,1.4,0,0,0,10,8,0
0.986,0.1,242.21,4.0,0,0,11,20,10,11
0.156,0.0,241.84,0.6,0,0,1,16,7,1
1.386,0.0,241.78,5.6,0,0,19,11,1,19
0.152,0.078,243.68,0.8,0,0,0,17,8,0
1.826,0.23,239.93,8.0,0,0,18,2,9,18
0.934,0.1,236.5,4.0,0,0,0,27,3,0
0.552,0.274,244.36,2.4,0,0,0,8,3,0
4.078,0.09,234.53,17.4,36,0,17,25,3,53
0.158,0.0,243.67,0.6,0,0,0,8,8,0
1.57,0.094,243.91,6.4,0,3,18,4,3,21
2.098,0.0,234.19,9.0,0,0,17,22,4,17
0.352,0.132,244.21,1.4,0,0,1,6,3,1
0.71,0.056,239.84,3.0,0,0,0,24,1,0
3.406,0.17,230.59,14.8,0,0,16,20,1,16
0.162,0.142,241.57,0.8,0,1,1,19,8,2
1.32,0.198,236.35,5.6,0,1,17,17,9,18
0.208,0.0,247.67,0.8,0,0,0,22,12,0
0.278,0.0,244.64,1.2,0,0,1,14,4,1
0.206,0.1,241.68,0.8,0,0,1,23,7,1
0.256,0.15,243.15,1.2,0,0,1,13,8,1
0.31,0.1,238.12,1.4,0,0,0,28,2,0
0.406,0.17,242.69,1.8,0,0,0,20,4,0
0.328,0.0,240.45,1.4,0,0,1,4,7,1
4.596,0.118,240.56,19.0,0,36,18,8,11,54
0.43,0.0,239.56,1.8,0,0,1,6,3,1
0.226,0.116,240.4,1.0,0,0,0,12,7,0
0.29,0.114,243.23,1.2,0,2,0,18,12,2
0.482,0.12,235.66,2.4,0,0,0,4,8,0
0.296,0.116,242.08,1.4,0,0,1,8,7,1
1.476,0.074,239.51,6.2,0,0,18,5,5,18
0.226,0.0,243.71,0.8,0,0,0,15,11,0
0.312,0.13,245.11,1.4,0,0,0,22,12,0
1.41,0.0,241.17,5.8,0,0,18,1,4,18
0.216,0.076,240.63,0.8,0,0,0,23,6,0
0.286,0.076,239.67,1.2,0,0,0,28,2,0
2.452,0.0,239.43,10.2,0,1,17,24,11,18
0.694,0.0,241.01,2.8,0,0,1,9,5,1
0.426,0.208,239.53,2.0,0,1,1,20,5,2
0.344,0.23,243.93,1.6,0,1,1,8,7,2
1.418,0.21,240.75,5.8,0,2,19,18,8,21
1.594,0.124,240.92,6.6,0,0,1,9,7,1
0.464,0.326,240.17,2.2,0,1,0,30,10,1
0.434,0.13,237.02,2.2,0,0,0,17,7,0
0.824,0.094,243.29,5.2,0,0,1,25,9,1
0.322,0.106,244.71,1.4,0,0,0,3,4,0
0.4,0.12,243.51,1.6,0,0,1,25,10,1
1.374,0.058,242.05,5.6,0,1,18,27,10,19
2.308,0.074,239.55,9.6,1,0,18,26,11,19
1.826,0.352,240.75,7.6,0,1,18,2,9,19
0.396,0.256,244.19,1.8,0,1,0,11,12,1
0.258,0.126,243.05,1.2,0,0,1,23,7,1
1.242,0.0,246.91,5.0,0,0,0,16,1,0
1.538,0.298,239.55,6.4,0,1,18,12,5,19
1.424,0.174,237.67,6.0,0,0,18,25,5,18
0.34,0.102,242.34,1.4,0,0,1,14,4,1
0.246,0.144,243.4,1.2,0,1,1,15,8,2
1.37,0.282,238.81,5.8,1,0,13,16,6,14
0.522,0.094,241.34,2.4,0,1,0,26,10,1
1.382,0.056,239.84,5.6,1,0,17,6,6,18
0.466,0.234,241.3,2.2,0,0,1,30,8,1
2.08,0.188,238.12,8.8,0,1,18,16,9,19
0.268,0.208,232.87,1.4,0,0,0,8,8,0
3.66,0.14,236.14,15.4,37,0,18,20,2,55
1.526,0.074,236.37,6.4,0,2,18,24,4,20
0.33,0.0,240.14,1.4,0,0,0,5,11,0
0.72,0.0,242.55,3.0,0,0,0,6,2,0
3.45,0.318,239.59,14.4,0,1,18,8,5,19
0.124,0.0,241.12,0.6,0,0,0,22,6,0
1.442,0.078,233.37,6.2,1,0,17,22,5,18
0.348,0.122,243.69,1.4,0,0,1,24,4,1
0.22,0.0,247.67,0.8,0,0,0,28,1,0
1.426,0.168,240.25,6.0,0,1,18,10,6,19
1.374,0.058,238.14,5.8,0,0,18,3,6,18
0.216,0.0,241.42,1.0,0,0,0,9,1,0
1.412,0.342,236.51,6.0,0,2,17,16,6,19
1.804,0.082,240.62,7.4,0,0,18,4,5,18
0.246,0.0,239.9,1.0,0,0,0,5,11,0
0.23,0.096,242.9,1.0,0,0,0,5,8,0
0.244,0.114,238.94,1.0,0,0,1,5,7,1
0.314,0.246,244.82,1.6,0,2,1,28,7,3
0.43,0.0,244.32,1.8,0,0,1,30,6,1
1.5,0.314,239.34,6.4,0,2,18,12,7,20
1.804,0.088,240.68,7.8,6,0,18,1,12,24
1.322,0.144,237.15,5.6,0,1,18,23,9,19
2.578,0.064,243.12,10.6,0,0,19,6,2,19
4.002,0.074,233.55,17.0,1,0,17,28,1,18
0.306,0.0,243.8,1.4,0,0,0,4,4,0
0.242,0.24,237.02,1.4,0,0,0,7,8,0
1.376,0.238,240.48,5.8,0,2,18,17,8,20
0.148,0.0,239.96,0.6,0,0,1,4,7,1
0.18,0.098,239.17,0.8,0,0,0,18,8,0
0.464,0.178,239.77,2.2,0,0,0,7,1,0
1.442,0.0,241.84,5.8,0,0,18,11,4,18
4.038,0.054,234.55,17.2,37,0,18,1,7,55
1.38,0.088,239.94,5.8,1,0,0,9,11,1
2.522,0.078,238.03,10.6,1,38,0,19,8,39
2.498,0.0,237.37,10.4,0,0,17,2,12,17
1.85,0.17,238.39,7.8,0,0,17,23,2,17
0.824,0.212,240.98,3.6,0,1,0,10,5,1
1.522,0.156,238.87,6.4,0,2,18,23,12,20
3.814,0.324,241.47,16.0,36,0,0,21,3,36
1.422,0.23,240.43,6.0,1,2,18,20,7,21
1.05,0.056,238.78,4.4,0,0,0,14,11,0
0.254,0.0,240.9,1.0,0,0,1,6,5,1
0.134,0.0,244.12,0.6,0,0,1,25,7,1
0.558,0.252,241.51,2.6,0,1,1,23,5,2
0.484,0.218,241.05,2.2,0,0,0,9,5,0
0.454,0.0,246.32,1.8,0,0,1,2,3,1
1.558,0.0,238.48,6.4,0,0,18,17,5,18
1.292,0.056,242.85,5.2,0,0,19,15,2,19
0.572,0.308,240.59,2.6,0,1,0,24,3,1
0.324,0.084,242.35,1.4,0,0,0,29,3,0
0.246,0.0,244.65,1.0,0,0,0,27,3,0
3.68,0.322,235.23,16.2,19,1,17,16,6,37
0.27,0.076,242.41,1.2,0,0,0,25,8,0
0.134,0.0,244.63,0.6,0,0,1,20,7,1
0.36,0.262,242.19,1.8,0,1,0,25,8,1
0.234,0.11,242.54,1.0,0,0,1,26,6,1
0.352,0.112,245.76,1.6,0,0,0,28,2,0
2.0,0.072,235.26,8.4,0,0,17,21,11,17
0.216,0.104,241.07,1.0,0,0,1,7,8,1
0.328,0.074,241.1,1.4,0,0,0,4,10,0
0.462,0.246,240.37,2.2,0,0,1,11,8,1
0.252,0.072,242.12,1.2,0,1,1,14,9,2
0.436,0.194,239.95,2.0,0,0,0,10,5,0
0.242,0.0,243.25,1.0,0,0,1,16,3,1
0.218,0.0,240.07,1.0,0,0,0,20,4,0
2.366,0.114,240.36,9.8,0,0,28,27,2,28
1.484,0.164,239.63,6.2,0,0,18,18,9,18
0.388,0.21,244.41,1.8,0,0,0,24,3,0
1.488,0.18,240.24,6.2,0,1,18,20,11,19
2.046,0.184,238.11,8.6,0,0,18,10,11,18
0.154,0.0,240.36,0.6,0,0,0,15,7,0
0.246,0.248,242.47,1.4,0,1,1,15,8,2
0.322,0.118,243.5,1.4,0,0,0,4,4,0
0.22,0.0,243.21,0.8,0,0,0,13,3,0
0.386,0.072,240.79,1.6,0,0,0,5,11,0
1.366,0.078,246.07,5.4,0,0,0,24,11,0
2.466,0.056,238.79,10.4,0,0,15,10,1,15
1.014,0.198,245.03,4.2,1,1,0,7,12,2
0.332,0.126,242.29,1.4,0,0,0,6,2,0
2.946,0.286,241.79,12.2,0,2,17,21,10,19
2.384,0.074,236.2,10.0,0,1,0,7,12,1
0.3,0.1,242.27,1.2,0,0,0,3,4,0
2.262,0.0,240.76,9.6,0,0,0,5,11,0
0.688,0.464,238.31,3.4,0,0,1,18,7,1
0.324,0.246,241.35,1.6,0,1,1,22,7,2
0.192,0.0,245.1,0.8,0,0,0,6,9,0
1.44,0.108,243.13,5.8,0,0,19,24,4,19
0.326,0.254,242.95,1.6,0,2,0,29,6,2
0.23,0.0,240.4,1.0,0,0,0,14,11,0
7.898,0.336,235.39,33.6,83,0,18,24,1,101
1.47,0.0,242.85,6.0,0,0,0,23,1,0
0.194,0.0,240.95,0.8,0,0,1,3,6,1
1.3,0.054,237.2,5.4,0,0,17,9,7,17
0.224,0.0,243.26,1.0,0,0,0,24,10,0
2.72,0.222,238.52,11.4,0,0,0,25,12,0
1.256,0.116,241.24,5.2,0,0,1,15,10,1
0.104,0.0,237.16,0.4,0,0,0,5,8,0
0.234,0.0,242.49,1.0,0,0,1,21,5,1
1.314,0.08,234.21,5.6,0,0,17,4,8,17
0.182,0.0,242.98,0.8,0,0,0,11,7,0
3.308,0.074,236.51,14.0,0,0,17,16,12,17
0.262,0.054,239.93,1.2,0,0,0,13,11,0
1.348,0.108,240.82,5.6,0,0,18,5,7,18
0.714,0.048,244.14,2.8,0,0,1,11,12,1
0.184,0.15,240.34,1.0,0,0,0,17,8,0
0.312,0.106,246.52,1.2,0,0,0,28,12,0
5.608,0.0,235.05,23.8,37,0,17,10,3,54
0.214,0.0,244.38,0.8,0,0,0,15,1,0
1.648,0.05,240.0,6.8,0,0,18,11,3,18
0.216,0.0,240.81,0.8,0,0,0,28,2,0
0.212,0.0,238.93,0.8,0,0,0,12,4,0
1.498,0.108,239.07,6.2,0,0,18,31,10,18
0.4,0.202,241.84,1.8,0,0,0,9,3,0
1.72,0.0,233.74,7.2,0,0,17,12,2,17
1.924,0.274,239.86,8.0,0,2,0,15,9,2
1.632,0.0,243.72,6.6,0,0,19,22,4,19
3.018,0.114,241.15,12.4,0,40,0,17,4,40
1.276,0.054,240.41,5.2,0,0,18,28,9,18
1.27,0.07,236.43,5.4,0,0,0,9,10,0
0.654,0.0,241.52,2.6,0,0,1,15,7,1
0.35,0.204,242.73,1.6,0,0,1,10,7,1
0.372,0.134,240.52,1.6,2,0,1,18,8,3
0.252,0.0,241.08,1.2,0,0,1,8,7,1
0.226,0.0,243.28,1.0,0,0,0,20,11,0
0.18,0.08,234.46,0.8,0,1,0,25,4,1
0.506,0.156,242.4,2.2,0,0,1,5,4,1
0.416,0.098,243.27,1.8,0,0,0,28,4,0
0.216,0.0,247.1,0.8,0,0,0,18,12,0
2.482,0.062,237.48,10.4,0,0,17,23,2,17
0.442,0.052,243.99,1.8,0,1,0,20,11,1
0.784,0.072,236.64,3.2,0,1,0,25,9,1
0.302,0.1,242.72,1.2,0,0,0,24,2,0
0.32,0.222,238.02,1.6,0,2,1,27,6,3
0.642,0.164,240.33,3.0,0,0,0,30,10,0
0.344,0.09,241.7,1.4,0,0,0,9,11,0
1.538,0.146,240.21,6.4,0,0,18,9,1,18
0.484,0.052,239.81,2.0,0,0,0,19,7,0
1.164,0.0,235.72,4.8,0,0,18,10,5,18
4.062,0.196,235.09,17.4,1,0,17,3,4,18
0.24,0.064,238.16,1.0,0,0,0,18,5,0
0.256,0.0,243.04,1.0,0,0,0,13,2,0
1.416,0.146,238.01,6.0,0,1,19,27,4,20
3.844,0.23,236.46,16.8,15,22,17,8,6,54
1.692,0.074,244.42,6.8,0,0,19,3,2,19
1.618,0.174,242.11,6.6,1,1,19,2,10,21
1.298,0.214,238.39,5.4,0,0,0,13,5,0
1.318,0.0,240.33,5.4,0,0,19,8,10,19
1.55,0.052,238.72,6.6,0,0,17,26,11,17
0.306,0.0,240.96,1.2,0,0,0,29,8,0
1.334,0.0,240.05,5.6,0,0,18,20,11,18
1.374,0.232,240.5,5.8,0,0,0,16,1,0
1.718,0.08,239.36,7.2,0,0,18,27,11,18
0.346,0.0,240.36,1.4,1,0,1,15,6,2
0.994,0.0,242.5,4.0,0,0,0,18,1,0
0.348,0.11,242.51,1.4,0,0,1,7,5,1
0.29,0.088,243.06,1.2,0,1,0,22,3,1
1.282,0.056,236.05,5.4,0,0,17,8,10,17
0.316,0.11,246.36,1.4,0,0,0,6,1,0
1.37,0.134,245.63,5.6,0,0,1,14,1,1
0.772,0.248,241.57,3.4,0,1,0,21,10,1
0.226,0.0,240.73,1.0,0,0,0,8,12,0
1.258,0.106,234.1,5.4,0,0,17,12,5,17
0.488,0.088,244.04,2.2,0,0,0,12,1,0
1.744,0.536,239.52,7.6,0,0,1,31,7,1
1.328,0.0,243.04,5.4,0,0,18,17,1,18
0.324,0.0,242.73,1.4,0,0,0,22,1,0
0.358,0.162,248.89,1.6,0,0,1,17,1,1
2.29,0.208,240.76,9.6,0,0,0,16,5,0
1.344,0.48,241.25,5.8,0,1,13,19,8,14
0.338,0.26,241.61,1.6,0,1,0,27,7,1
2.856,0.18,236.15,12.2,0,19,0,14,4,19
0.202,0.06,238.59,0.8,0,0,0,6,10,0
0.402,0.218,244.65,1.8,0,2,1,2,5,3
0.698,0.0,238.85,2.8,0,0,1,8,7,1
0.472,0.0,244.58,2.0,0,0,1,15,9,1
0.67,0.366,241.84,3.0,0,0,1,27,4,1
0.15,0.0,240.73,0.6,0,0,0,22,7,0
1.29,0.056,239.1,5.4,1,0,18,22,9,19
0.61,0.0,247.26,2.4,0,0,1,11,2,1
1.474,0.054,236.61,6.2,0,0,18,18,10,18
1.616,0.062,243.07,6.6,0,0,18,29,1,18
1.468,0.0,245.5,6.0,0,0,19,25,12,19
0.27,0.0,245.5,1.2,0,0,0,16,1,0
0.466,0.05,245.98,1.8,0,0,1,9,3,1
0.354,0.0,235.95,1.4,0,0,0,1,1,0
0.414,0.242,242.72,2.0,0,1,1,30,4,2
0.288,0.128,243.93,1.4,0,0,1,1,7,1
0.144,0.0,242.56,0.6,0,0,0,29,8,0
0.29,0.064,245.2,1.2,0,0,0,7,1,0
0.374,0.152,235.26,1.6,0,2,0,1,10,2
1.528,0.212,244.8,6.2,0,0,19,30,6,19
1.368,0.078,239.28,5.6,0,0,18,22,3,18
1.196,0.242,243.43,5.0,0,1,1,30,11,2
0.294,0.088,245.24,1.2,0,0,0,25,10,0
1.344,0.0,243.82,5.4,0,0,19,2,1,19
2.376,0.836,240.3,10.6,0,1,0,16,9,1
0.298,0.0,242.11,1.4,0,0,0,4,4,0
1.326,0.054,242.76,5.4,0,0,18,26,12,18
0.468,0.0,240.31,1.8,0,0,1,26,9,1
0.254,0.088,240.74,1.2,0,0,1,4,7,1
1.14,0.208,237.64,4.8,0,0,0,8,5,0
0.436,0.264,241.62,2.2,0,0,0,30,1,0
0.392,0.344,239.8,2.2,0,1,1,20,8,2
1.054,0.348,242.44,4.6,0,0,11,29,5,11
0.326,0.236,240.51,1.6,0,1,0,23,6,1
0.342,0.106,241.09,1.4,0,0,0,5,1,0
0.204,0.046,241.87,1.0,0,0,1,13,7,1
0.118,0.0,237.29,0.6,0,0,0,9,5,0
0.3,0.234,241.73,1.6,0,0,1,7,7,1
1.388,0.072,242.3,5.6,0,0,19,13,9,19
0.254,0.118,240.4,1.2,0,0,1,6,8,1
0.324,0.094,241.56,1.4,0,2,1,3,10,3
1.324,0.0,242.08,5.4,0,0,19,18,3,19
2.732,0.338,240.42,11.6,0,18,18,11,3,36
1.806,0.274,243.52,7.4,0,1,18,9,3,19
0.198,0.0,238.83,0.8,0,0,0,29,10,0
3.034,0.334,236.97,12.8,0,3,18,11,11,21
2.768,0.302,241.0,11.4,0,2,18,6,3,20
0.312,0.226,239.3,1.6,0,0,1,26,9,1
0.082,0.0,241.65,0.2,0,0,0,17,8,0
0.294,0.102,240.78,1.2,1,0,1,27,6,2
1.132,0.264,236.99,4.8,0,1,0,4,1,1
0.192,0.0,245.49,0.8,0,0,1,9,9,1
2.076,0.154,241.61,8.6,0,0,1,2,1,1
0.536,0.072,242.11,2.2,0,0,0,12,12,0
0.564,0.4,239.44,2.8,1,1,0,27,9,2
2.23,0.168,234.55,9.6,1,0,0,31,3,1
0.52,0.272,243.15,2.4,0,1,0,14,4,1
0.128,0.09,241.98,0.6,0,0,0,9,8,0
0.348,0.146,245.27,1.6,0,0,0,6,2,0
3.196,0.374,244.16,13.2,2,2,19,10,1,23
0.674,0.122,243.9,2.8,0,1,0,30,8,1
1.35,0.182,237.96,5.6,0,1,17,8,9,18
0.204,0.122,235.55,1.0,0,0,0,3,8,0
2.01,0.126,246.63,8.4,0,0,19,25,12,19
0.194,0.092,238.93,0.8,0,0,0,3,9,0
0.24,0.0,236.92,1.0,0,0,1,28,2,1
1.37,0.046,240.19,5.6,0,0,18,25,2,18
4.298,0.34,238.98,18.0,0,1,18,31,1,19
1.984,0.0,236.04,8.4,0,0,0,19,7,0
0.398,0.134,243.76,1.8,0,0,1,28,4,1
1.012,0.206,240.9,4.2,0,0,11,22,4,11
1.602,0.216,239.19,6.6,0,0,17,5,11,17
1.836,0.176,236.23,7.8,0,1,18,25,10,19
3.98,0.076,236.47,17.0,2,38,17,22,3,57
0.284,0.134,242.31,1.2,0,0,1,12,8,1
0.35,0.074,242.5,1.4,0,0,1,27,11,1
0.206,0.102,240.27,1.0,0,0,0,3,8,0
1.446,0.154,238.01,6.0,0,0,18,23,3,18
1.628,0.06,233.96,7.0,0,0,17,27,7,17
3.186,0.246,235.15,13.6,39,0,11,5,6,50
0.434,0.348,241.28,2.2,0,1,1,14,6,2
0.824,0.176,241.46,3.4,0,0,0,15,7,0
2.012,0.0,234.79,8.6,0,0,17,1,12,17
1.748,0.084,247.29,7.0,0,2,0,28,12,2
0.308,0.084,244.69,1.2,0,1,0,14,1,1
0.522,0.0,245.15,2.2,0,1,0,5,3,1
0.154,0.0,242.2,0.6,0,0,1,14,8,1
1.506,0.234,241.37,6.2,0,1,19,7,5,20
0.27,0.05,245.66,1.2,0,0,0,5,2,0
0.568,0.074,237.42,2.4,0,0,0,3,6,0
0.202,0.082,236.5,1.0,0,0,0,7,5,0
1.612,0.326,240.41,6.8,1,1,17,28,3,19
1.322,0.154,239.65,5.4,0,0,0,9,1,0
0.738,0.252,241.63,3.2,0,0,1,11,7,1
0.872,0.38,243.86,4.0,0,1,0,14,6,1
0.576,0.316,241.21,2.8,0,2,3,31,10,5
0.138,0.048,241.04,0.6,0,0,1,19,9,1
1.408,0.238,239.52,5.8,0,1,18,24,8,19
1.688,0.208,241.97,7.0,0,1,19,28,11,20
0.316,0.088,243.73,1.4,0,0,0,13,2,0
1.292,0.08,234.45,5.4,0,0,0,20,11,0
0.876,0.062,236.99,3.6,0,4,0,12,10,4
1.298,0.0,242.17,5.2,0,0,18,30,9,18
0.426,0.1,236.33,2.0,0,0,1,21,7,1
0.4,0.052,237.55,2.0,0,0,0,20,2,0
0.228,0.11,242.37,1.0,0,0,1,11,7,1
0.494,0.288,236.42,2.4,0,1,0,29,5,1
2.652,0.0,236.37,11.2,1,0,0,10,3,1
1.894,0.126,242.87,7.8,0,0,19,31,12,19
0.302,0.0,243.09,1.4,0,0,0,4,4,0
3.888,0.104,237.04,16.6,0,62,1,22,6,63
2.316,0.048,240.15,9.6,0,0,19,1,2,19
0.33,0.05,248.13,1.4,0,1,0,30,3,1
5.176,0.582,236.02,22.6,42,0,17,28,3,59
0.476,0.358,236.86,2.4,0,2,0,14,5,2
1.39,0.0,239.1,5.8,1,0,0,30,1,1
0.344,0.188,231.15,1.8,0,0,0,20,7,0
0.35,0.126,244.62,1.4,0,0,1,12,9,1
1.212,0.062,237.61,5.0,0,0,18,2,6,18
1.564,0.076,237.58,6.6,0,0,17,11,1,17
0.218,0.104,232.89,1.0,0,0,0,25,7,0
0.324,0.104,243.01,1.4,0,1,1,29,4,2
0.262,0.092,241.87,1.2,0,0,1,29,8,1
0.214,0.104,242.9,1.0,0,0,1,23,8,1
0.954,0.386,242.54,4.2,0,1,12,22,7,13
0.872,0.058,242.1,3.6,0,0,0,2,10,0
1.592,0.238,240.02,6.6,0,0,1,2,10,1
1.376,0.046,238.34,6.0,0,0,13,5,6,13
0.692,0.254,239.71,3.0,0,0,1,9,7,1
0.434,0.244,245.41,2.0,0,0,0,5,3,0
1.27,0.0,243.53,5.2,0,0,19,20,9,19
0.254,0.05,243.21,1.0,1,0,0,16,1,1
0.806,0.0,241.69,3.4,0,0,0,2,1,0
0.42,0.228,240.38,2.0,0,2,1,12,4,3
0.402,0.364,240.51,2.2,0,1,1,26,8,2
3.958,0.262,239.93,16.4,39,0,17,20,10,56
1.854,0.0,237.99,7.8,0,0,17,7,9,17
3.112,0.186,237.1,13.2,2,2,0,29,11,4
1.394,0.08,240.25,5.8,0,1,0,21,9,1
2.162,0.23,243.6,8.8,0,1,0,28,1,1
0.308,0.238,242.39,1.6,0,1,1,29,9,2
0.328,0.14,241.43,1.4,0,0,0,1,2,0
0.326,0.182,241.6,1.4,0,0,1,18,9,1
1.012,0.068,237.75,4.2,0,0,0,5,3,0
1.576,0.084,242.8,6.4,0,0,19,5,2,19
0.408,0.116,241.86,1.8,0,0,1,12,6,1
0.458,0.154,235.56,2.0,0,0,0,20,11,0
0.29,0.21,240.7,1.4,0,1,1,7,7,2
0.324,0.096,240.83,1.4,0,1,1,26,4,2
0.288,0.086,239.36,1.2,0,0,0,28,2,0
0.308,0.094,244.79,1.2,0,1,0,2,2,1
1.304,0.0,242.01,5.4,0,0,18,22,10,18
0.36,0.126,244.78,1.4,0,0,1,10,4,1
0.668,0.184,238.85,3.0,0,0,0,18,5,0
0.152,0.0,239.77,0.6,0,0,0,4,7,0
2.328,0.0,243.1,9.4,0,0,0,29,12,0
2.874,0.586,240.72,12.2,0,15,18,2,1,33
1.704,0.198,240.24,7.0,0,0,18,28,6,18
0.404,0.258,245.46,1.8,0,1,1,21,1,2
0.22,0.0,247.94,0.8,0,0,0,19,12,0
0.258,0.122,240.78,1.2,0,1,1,29,7,2
1.256,0.0,230.93,5.4,0,0,17,26,5,17
0.22,0.0,237.52,1.0,0,0,0,26,5,0
0.45,0.138,243.72,1.8,1,1,1,5,10,3
0.442,0.202,245.97,2.0,0,0,0,4,3,0
1.382,0.0,242.32,5.6,0,0,18,29,8,18
0.104,0.0,241.83,0.4,0,0,0,19,8,0
1.49,0.342,244.68,6.2,0,0,0,21,12,0
0.152,0.0,242.24,0.6,0,0,1,8,9,1
